Date : 2026-07-30 22:38:47
Directory : d:\SocialNetworkApp\SocialNetworkApp\src
Total : 774 files,  109579 codes, 2194 comments, 13326 blanks, all 125099 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetFeedPosts\GetFeedPostsQuery.cs                                                               | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetFeedPosts\GetFeedPostsQueryHandler.cs                                                        | C#             |         23 |          0 |          6 |         29 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPossibleTags\GetPossibleTagsQuery.cs                                                         | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPossibleTags\GetPossibleTagsQueryHandler.cs                                                  | C#             |         34 |          0 |          7 |         41 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostMediasByGroup\GetPostMediasByGroupQuery.cs                                               | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostMediasByGroup\GetPostMediasByGroupQueryHandler.cs                                        | C#             |         57 |          0 |          9 |         66 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostMediasByUser\GetPostMediasByUserQuery.cs                                                 | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostMediasByUser\GetPostMediasByUserQueryHandler.cs                                          | C#             |         57 |          0 |          9 |         66 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostsByGroup\GetPostsByGroupQuery.cs                                                         | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostsByGroup\GetPostsByGroupQueryHandler.cs                                                  | C#             |        160 |          0 |         19 |        179 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostsByPerson\GetPostsByPersonQuery.cs                                                       | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetPostsByPerson\GetPostsByPersonQueryHandler.cs                                                | C#             |        129 |          0 |         11 |        140 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetSavedPosts\GetSavedPostsQuery.cs                                                             | C#             |         11 |          0 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\GetSavedPosts\GetSavedPostsQueryHandler.cs                                                      | C#             |        140 |          0 |         15 |        155 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\SearchPosts\SearchPostsQuery.cs                                                                 | C#             |         13 |          0 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Posts\Queries\SearchPosts\SearchPostsQueryHandler.cs                                                          | C#             |         25 |          0 |          7 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\CreateReelComment\CreateReelCommentCommand.cs                                                  | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\CreateReelComment\CreateReelCommentCommandHandler.cs                                           | C#             |         92 |          0 |         14 |        106 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\CreateReel\CreateReelCommand.cs                                                                | C#             |         18 |          0 |          3 |         21 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\CreateReel\CreateReelCommandHandler.cs                                                         | C#             |         97 |          0 |         16 |        113 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\DeleteReel\DeleteReelCommand.cs                                                                | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\DeleteReel\DeleteReelCommandHandler.cs                                                         | C#             |         38 |          0 |          7 |         45 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\MarkStoryAsSeen\MarkStoryAsSeenCommand.cs                                                      | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\MarkStoryAsSeen\MarkStoryAsSeenCommandHandler.cs                                               | C#             |         51 |          0 |          9 |         60 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\RecordReelView\RecordReelViewCommand.cs                                                        | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\RecordReelView\RecordReelViewCommandHandler.cs                                                 | C#             |         40 |          0 |          8 |         48 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\ToggleLikeReel\ToggleLikeReelCommand.cs                                                        | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\ToggleLikeReel\ToggleLikeReelCommandHandler.cs                                                 | C#             |         59 |          0 |         11 |         70 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Commands\ToggleLikeReel\ToggleLikeReelResponse.cs                                                       | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetRecommendedReels\GetRecommendedReelsQuery.cs                                                 | C#             |         11 |          0 |          1 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetRecommendedReels\GetRecommendedReelsQueryHandler.cs                                          | C#             |         64 |          1 |         10 |         75 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelById\GetReelByIdQuery.cs                                                                 | C#             |          9 |          0 |          2 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelById\GetReelByIdQueryHandler.cs                                                          | C#             |         49 |          0 |          8 |         57 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelComments\GetReelCommentsQuery.cs                                                         | C#             |         13 |          0 |          2 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelComments\GetReelCommentsQueryHandler.cs                                                  | C#             |         84 |          0 |         14 |         98 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelsByUser\GetReelsByUserQuery.cs                                                           | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetReelsByUser\GetReelsByUserQueryHandler.cs                                                    | C#             |         62 |          0 |         12 |         74 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetTopReels\GetTopReelsQuery.cs                                                                 | C#             |          8 |          0 |          3 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\GetTopReels\GetTopReelsQueryHandler.cs                                                          | C#             |         52 |          0 |         10 |         62 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\SearchReels\SearchReelsQuery.cs                                                                 | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Reels\Queries\SearchReels\SearchReelsQueryHandler.cs                                                          | C#             |         28 |          0 |          6 |         34 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\AddSchool\AddSchoolCommand.cs                                                                | C#             |         15 |          0 |          2 |         17 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\AddSchool\AddSchoolCommandHandler.cs                                                         | C#             |         56 |          0 |          8 |         64 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\DeleteSchool\DeleteSchoolCommand.cs                                                          | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\DeleteSchool\DeleteSchoolCommandHandler.cs                                                   | C#             |         40 |          0 |          9 |         49 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\UpdateSchool\UpdateSchoolCommand.cs                                                          | C#             |         16 |          0 |          2 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Commands\UpdateSchool\UpdateSchoolCommandHandler.cs                                                   | C#             |         55 |          0 |          9 |         64 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Queries\GetSchools\GetSchoolsQuery.cs                                                                 | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Schools\Queries\GetSchools\GetSchoolsQueryHandler.cs                                                          | C#             |         34 |          0 |          6 |         40 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Shared\PagedList.cs                                                                                           | C#             |         32 |          3 |          6 |         41 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\CreateStory\CreateStoryCommand.cs                                                            | C#             |         15 |          0 |          3 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\CreateStory\CreateStoryCommandHandler.cs                                                     | C#             |         47 |          0 |          8 |         55 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\DeleteStory\DeleteStoryCommand.cs                                                            | C#             |          6 |          0 |          4 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\DeleteStory\DeleteStoryCommandHandler.cs                                                     | C#             |         36 |          0 |          8 |         44 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\MarkStoryAsSeen\MarkStoryAsSeenCommand.cs                                                    | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\MarkStoryAsSeen\MarkStoryAsSeenCommandHandler.cs                                             | C#             |         54 |          0 |         10 |         64 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\MarkStoryAsSeen\MarkStoryAsSeenResponse.cs                                                   | C#             |          2 |          0 |          2 |          4 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\ToggleStoryLike\ToggleStoryLikeCommand.cs                                                    | C#             |          6 |          0 |          3 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\ToggleStoryLike\ToggleStoryLikeCommandHandler.cs                                             | C#             |         63 |          0 |         13 |         76 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\ToggleStoryLike\ToggleStoryLikeResponse.cs                                                   | C#             |          5 |          0 |          2 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\UploadStoryMedia\UploadStoryMediaCommand.cs                                                  | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Commands\UploadStoryMedia\UploadStoryMediaCommandHandler.cs                                           | C#             |         45 |          0 |          7 |         52 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Queries\GetStoriesByUserId\GetStoriesByUserIdQuery.cs                                                 | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Queries\GetStoriesByUserId\GetStoriesByUserIdQueryHandler.cs                                          | C#             |         54 |          0 |         11 |         65 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Queries\GetStoryTimeline\GetStoryTimelineQuery.cs                                                     | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Stories\Queries\GetStoryTimeline\GetStoryTimelineQueryHandler.cs                                              | C#             |         90 |          0 |         19 |        109 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\FollowUser\FollowUserCommand.cs                                                                | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\FollowUser\FollowUserCommandHandler.cs                                                         | C#             |         49 |          0 |         10 |         59 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UnfollowUser\UnfollowUserCommand.cs                                                            | C#             |          8 |          0 |          2 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UnfollowUser\UnfollowUserCommandHandler.cs                                                     | C#             |         42 |          0 |          9 |         51 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UpdateInfo\UpdateInfoCommand.cs                                                                | C#             |         17 |          0 |          2 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UpdateInfo\UpdateInfoCommandHandler.cs                                                         | C#             |         69 |          3 |         11 |         83 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UploadAvatar\UploadAvatarCommand.cs                                                            | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UploadAvatar\UploadAvatarCommandHandler.cs                                                     | C#             |         68 |          1 |          9 |         78 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UploadCoverPhoto\UploadCoverPhotoCommand.cs                                                    | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Commands\UploadCoverPhoto\UploadCoverPhotoCommandHandler.cs                                             | C#             |         47 |          0 |          8 |         55 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetPersonalInfo\GetPersonalInfoQuery.cs                                                         | C#             |          7 |          0 |          2 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetPersonalInfo\GetPersonalInfoQueryHandler.cs                                                  | C#             |         89 |          0 |         15 |        104 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetTodayBirthdays\GetTodayBirthdaysQuery.cs                                                     | C#             |          4 |          0 |          3 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetTodayBirthdays\GetTodayBirthdaysQueryHandler.cs                                              | C#             |         21 |          0 |          5 |         26 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetUpcomingBirthdays\GetUpcomingBirthdaysQuery.cs                                               | C#             |          4 |          0 |          3 |          7 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetUpcomingBirthdays\GetUpcomingBirthdaysQueryHandler.cs                                        | C#             |         20 |          0 |          5 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetUserHoverCard\GetUserHoverCardQuery.cs                                                       | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\GetUserHoverCard\GetUserHoverCardQueryHandler.cs                                                | C#             |         67 |          1 |         11 |         79 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\IsBlockedByUserId\IsBlockedByUserIdQuery.cs                                                     | C#             |          8 |          0 |          3 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\IsBlockedByUserId\IsBlockedByUserIdQueryHandler.cs                                              | C#             |         24 |          0 |          6 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\IsBlockingUser\IsBlockingUserQuery.cs                                                           | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\IsBlockingUser\IsBlockingUserQueryHandler.cs                                                    | C#             |         24 |          0 |          6 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\SearchUsers\SearchUsersQuery.cs                                                                 | C#             |         12 |          0 |          2 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\Users\Queries\SearchUsers\SearchUsersQueryHandler.cs                                                          | C#             |         28 |          0 |          6 |         34 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\bin\Debug\net10.0\Application.deps.json                                                                       | JSON           |        576 |          0 |          0 |        576 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Application.csproj.nuget.dgspec.json                                                                      | JSON           |        706 |          0 |          0 |        706 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Application.csproj.nuget.g.props                                                                          | XML            |         19 |          0 |          0 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Application.csproj.nuget.g.targets                                                                        | XML            |          8 |          0 |          0 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Debug\net10.0\.NETCoreApp,Version=v10.0.AssemblyAttributes.cs                                             | C#             |          3 |          1 |          1 |          5 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Debug\net10.0\Application.AssemblyInfo.cs                                                                 | C#             |          9 |         10 |          5 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Debug\net10.0\Application.GeneratedMSBuildEditorConfig.editorconfig                                       | Properties     |         17 |          0 |          1 |         18 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Debug\net10.0\Application.GlobalUsings.g.cs                                                               | C#             |          7 |          1 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\Debug\net10.0\Application.sourcelink.json                                                                 | JSON           |          1 |          0 |          0 |          1 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Application\obj\project.assets.json                                                                                       | JSON           |      1,692 |          0 |          0 |      1,692 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Common\AggregateRoot.cs                                                                                            | C#             |         14 |          0 |          5 |         19 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Common\BaseEntity.cs                                                                                               | C#             |         26 |          0 |          8 |         34 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Common\IDomainEvent.cs                                                                                             | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Common\IHasDomainEvents.cs                                                                                         | C#             |          9 |          0 |          2 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Domain.csproj                                                                                                      | XML            |         16 |          0 |          5 |         21 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\BlockChat.cs                                                                                              | C#             |         17 |          1 |          6 |         24 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\CommentReaction.cs                                                                                        | C#             |         26 |          0 |          6 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Conversation.cs                                                                                           | C#             |        141 |          0 |         41 |        182 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\ConversationMember.cs                                                                                     | C#             |         39 |          1 |          8 |         48 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Following.cs                                                                                              | C#             |         21 |          0 |          6 |         27 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\FriendRequest.cs                                                                                          | C#             |         33 |          1 |         10 |         44 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Friendship.cs                                                                                             | C#             |         25 |          1 |          6 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Group.cs                                                                                                  | C#             |        137 |          6 |         27 |        170 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\GroupJoinRequest.cs                                                                                       | C#             |         29 |          1 |          7 |         37 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\GroupMember.cs                                                                                            | C#             |         25 |          1 |          6 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\GroupRule.cs                                                                                              | C#             |         27 |          1 |          6 |         34 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Message.cs                                                                                                | C#             |        107 |          1 |         20 |        128 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\MessageAttachtment.cs                                                                                     | C#             |         24 |          1 |          5 |         30 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\MessageReaction.cs                                                                                        | C#             |         31 |          1 |          9 |         41 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Notification.cs                                                                                           | C#             |         68 |          1 |         11 |         80 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Post.cs                                                                                                   | C#             |        126 |          7 |         23 |        156 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\PostComment.cs                                                                                            | C#             |         41 |          2 |          8 |         51 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\PostMedia.cs                                                                                              | C#             |         30 |          1 |          5 |         36 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\PostReaction.cs                                                                                           | C#             |         26 |          0 |          6 |         32 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\PostTag.cs                                                                                                | C#             |         19 |          1 |          5 |         25 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Reel.cs                                                                                                   | C#             |         71 |          0 |         11 |         82 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\ReelComment.cs                                                                                            | C#             |         43 |          0 |          9 |         52 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\ReelReaction.cs                                                                                           | C#             |         18 |          0 |          5 |         23 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\ReportedGroupContent.cs                                                                                   | C#             |         52 |          6 |         15 |         73 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\SavedPost.cs                                                                                              | C#             |         21 |          1 |          5 |         27 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\School.cs                                                                                                 | C#             |         56 |          1 |          8 |         65 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\Story.cs                                                                                                  | C#             |         50 |          0 |          9 |         59 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\StoryReaction.cs                                                                                          | C#             |         16 |          0 |          6 |         22 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\StorySeen.cs                                                                                              | C#             |         22 |          0 |          7 |         29 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\User.cs                                                                                                   | C#             |        126 |          4 |         28 |        158 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Entities\UserFeed.cs                                                                                               | C#             |         44 |          1 |          7 |         52 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\ConversationRole.cs                                                                                          | C#             |          9 |          0 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\DegreeType.cs                                                                                                | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\Feeling.cs                                                                                                   | C#             |         32 |          0 |          1 |         33 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\FriendRequestStatus.cs                                                                                       | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\Gender.cs                                                                                                    | C#             |          8 |          0 |          0 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupContentType.cs                                                                                          | C#             |          8 |          1 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupMemberRole.cs                                                                                           | C#             |          9 |          0 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupPrivacyType.cs                                                                                          | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupReportReason.cs                                                                                         | C#             |         14 |          1 |          1 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupReportStatus.cs                                                                                         | C#             |          9 |          4 |          3 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\GroupRequestStatus.cs                                                                                        | C#             |          9 |          0 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\MessageStatus.cs                                                                                             | C#             |          7 |          0 |          1 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\MessageType.cs                                                                                               | C#             |          8 |          0 |          1 |          9 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\NotificationEntityType.cs                                                                                    | C#             |         13 |          0 |          1 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\NotificationType.cs                                                                                          | C#             |         13 |          0 |          1 |         14 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\PostApprovalStatus.cs                                                                                        | C#             |          9 |          4 |          3 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\PostVisibility.cs                                                                                            | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\ReactionType.cs                                                                                              | C#             |         12 |          0 |          1 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\ReelVisibility.cs                                                                                            | C#             |          9 |          0 |          1 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\RelationshipStatus.cs                                                                                        | C#             |         15 |          0 |          1 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\SchoolType.cs                                                                                                | C#             |         11 |          0 |          1 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\StoryMediaType.cs                                                                                            | C#             |          6 |          0 |          2 |          8 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\SystemMessageType.cs                                                                                         | C#             |         14 |          0 |          1 |         15 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\UserFeedType.cs                                                                                              | C#             |         11 |          0 |          1 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\WhoCanApprove.cs                                                                                             | C#             |          8 |          3 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\WhoCanJoin.cs                                                                                                | C#             |          8 |          3 |          2 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Enums\WhoCanPost.cs                                                                                                | C#             |          9 |          4 |          3 |         16 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\CommentCreatedDomainEvent.cs                                                                                | C#             |         10 |          0 |          3 |         13 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\FriendRequestCreatedDomainEvent.cs                                                                          | C#             |          7 |          0 |          3 |         10 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\FriendshipCreatedDomainEvent.cs                                                                             | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\GroupJoinRequestAcceptedDomainEvent.cs                                                                      | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\PostCreatedDomainEvent.cs                                                                                   | C#             |          9 |          0 |          3 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Events\UnfriendedDomainEvent.cs                                                                                    | C#             |         10 |          0 |          2 |         12 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Shared\Error.cs                                                                                                    | C#             |         40 |          0 |         13 |         53 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Shared\IValidationResult.cs                                                                                        | C#             |         10 |          0 |          1 |         11 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Shared\Result.cs                                                                                                   | C#             |         36 |          1 |         11 |         48 |
| d:\SocialNetworkApp\SocialNetworkApp\src\Domain\Shared\ResultT.cs                                                                                                  | C#             |         19 |          0 |          4 |         23 |
